  5467531 GDORS             0.7146  0.0160  6873   226 0.65 0.9285  0.042
  5471415 DSCT/EB           0.8725  0.0264  8596   311 0.54 1.2146  0.042
  5473171 DSCT              2.0227  0.0292  7800   271 0.24 1.7874  0.041
  5474424 DSCT              0.4660  0.0270  6875   249 0.84 1.9053  0.046
  5474427 DSCT              1.2006  0.0273  7025   239 0.48 1.3677  0.042
  5475187 DSCT              0.3493  0.0215  6810   268 0.93 1.2464  0.046
  5475668 DSCT              0.5492  0.0265  8189   279 0.79 1.8409  0.044
  5476273 DSCT              0.5500  0.0162  7331   283 0.79 1.2618  0.042
  5476299 GDORS             0.6705  0.0153  7087   296 0.71 1.0831  0.042
  5476448 GDORA             0.8381  0.0549  7064   262 0.63 1.4604  0.047
  5476495 DSCT/ROT          2.0681  0.0285  7503   271 0.28 1.2988  0.041
  5476854 DSCT              1.1940  0.0282  6827   229 0.50 0.8149  0.042
  5476864 DSCT              1.3639  0.0260  6719   122 0.44 1.1979  0.042
  5480114 DSCT/ROT          1.2111  0.0351  6565   178 0.54 1.2027  0.042
  5480730 DSCT              0.7986  0.0400  7813   271 0.65 1.5282  0.045
  5481781 GDORM             0.2818  0.0323  9012   339 1.05 2.3781  0.057
  5482030 DSCT              0.4875  0.0294  7793   272 0.88 1.8640  0.046
  5511363 DSCT              0.2370  0.0158  6885   229 0.63 1.9406  0.047
  5511537 DSCT/ROT          0.9355  0.0237  7276   275 0.53 1.1867  0.042
  5514283 GDORS/ROT?        1.1919  0.0257  6704   196 0.46 0.8202  0.042
  5530437 GDORM/ROT         0.8383  0.0160  7073   278 0.46 0.8483  0.042
  5530816 GDORS             0.5820  0.0261  7178   279 0.51 1.4520  0.044
  5535792 GDORM             0.6421  0.0275  6716   200 0.45 1.4421  0.044
  5537188 GDORA             0.9190  0.0255  7076   266 0.51 1.0285  0.042
  5537236 DSCT/ROT          0.6426  0.0236  7428   275 0.44 1.2072  0.043
  5541836 DSCT              0.5094  0.0213  7321   276 0.49 1.1049  0.043
  5542211 DSCT              0.5708  0.0154  6705   220 0.48 1.1675  0.042
  5544958 DSCT              1.2060  0.0247  7343   275 0.35 1.0693  0.042
  5544996 GDORM             0.6282  0.0189  7044   300 0.52 0.9134  0.042
  5545566 DSCT              1.1586  0.0254  7799   270 0.35 1.1070  0.042
  5545866 GDORA/ROT         1.3414  0.0283  7155   283 0.36 0.9016  0.042
  5546767 GDORM             0.6754  0.0197  6868   274 0.55 1.1376  0.042
  5550692 GDORM             1.3314  0.0244  6672   193 0.37 0.6747  0.041
  5551220 DSCT              0.5380  0.0150  6682   223 0.72 1.2583  0.042
  5551625 DSCT              0.6785  0.0357  7876   271 0.66 1.2832  0.045
  5551920 DSCT              0.6616  0.0147  6674   209 0.67 1.1186  0.042
  5552808 DSCT              1.3564  0.0267  7168   280 0.38 0.9910  0.042
  5554685 DSCT              0.6872  0.0133  7213   274 0.68 1.1681  0.042
  5556255 DSCT              0.6548  0.0423  7811   271 0.71 2.1750  0.047
  5557072 DSCT              0.6288  0.0229  6865   227 0.73 1.4101  0.043
  5560556 DSCT              0.9184  0.0252  7522   271 0.55 1.0064  0.042
  5561316 DSCT              0.9324  0.0218  7432   271 0.54 0.9715  0.042
  5561905 GDORM             0.5745  0.0170  6766   247 0.77 1.0866  0.042
  5564600 DSCT              0.4027  0.0278  6822   246 0.90 2.0120  0.048
  5565700 GDORA             0.7680  0.0191  6773   225 0.66 1.0776  0.042
  5566536 DSCT              1.2602  0.0414  7942   272 0.53 1.0034  0.043
  5567499 DSCT              0.1962  0.0202  7655   270 1.13 2.2528  0.054
  5603049 DSCT              1.5005  0.0229  8140   287 0.34 1.2111  0.041
  5608334 GDORS             3.4987  0.0276  6900   185 0.13 0.8931  0.041
  5611160 DSCT              0.7923  0.0271  6828   202 0.53 1.8838  0.043
  5613879 DSCT              0.7639  0.0241  7359   273 0.50 1.4509  0.042
  5615987 GDORM             0.7418  0.0159  7268   276 0.49 1.1103  0.042
  5617102 DSCT              0.6504  0.0138  7562   269 0.50 1.0366  0.042
  5617259 DSCT              0.9953  0.0245  7604   271 0.40 1.3080  0.042
  5617488 DSCT              0.7878  0.0300  7808   276 0.47 1.0600  0.043
  5617535 GDORM             0.6114  0.0134  7500   266 0.50 1.1039  0.042
  5618126 DSCT              0.2821  0.0152  8299   293 0.56 1.8010  0.045
  5620305 DSCT              1.8746  0.0250  5029    89 0.18 1.7549  0.041
  5631648 DSCT/ROT          0.3984  0.0160  6846   233 0.62 1.3949  0.043
  5632093 DSCT              1.9619  0.0283  8229   279 0.18 1.0362  0.041
  5632197 DSCT/ROT          0.8375  0.0388  8793   314 0.48 2.1617  0.044
  5632912 DSCT              0.9487  0.0274  7527   269 0.43 1.4255  0.042
  5636882 DSCT              1.0379  0.0246  7943   276 0.45 1.2298  0.042
  5640438 GDORS             0.7682  0.0180  6797   223 0.64 0.8740  0.042
  5641605 DSCT/ROT          0.7835  0.0241  6924   235 0.64 1.3099  0.042
  5641711 DSCT              2.8541  0.0259  7306   215 0.19 0.9082  0.041
  5643103 DSCT/MAIA         1.5833  0.0383 10369   357 0.26 1.8726  0.042
  5645788 DSCT              1.4383  0.0333  7757   267 0.40 0.9242  0.042
  5645888 DSCT              0.8736  0.0300  7603   269 0.55 1.2029  0.043
  5647010 DSCT              1.2672  0.0251  7214   280 0.47 1.0809  0.042
  5647514 DSCT/ROT          0.9592  0.0263  7322   275 0.48 1.1430  0.042
  5648096 DSCT              0.9672  0.0289  8132   281 0.47 1.0444  0.042
  5648562 GDORM             0.4921  0.0222  6696   285 0.82 1.1942  0.044
  5649177 DSCT              0.8587  0.0232  7617   275 0.60 1.0519  0.042
  5649964 DSCT              0.7106  0.0210  6815   247 0.69 1.1712  0.042
  5650699 GDORM             0.7064  0.0180  6887   270 0.69 1.0631  0.042
  5651181 DSCT              0.7355  0.0301  8501   302 0.68 1.5348  0.043
  5651327 DSCT              0.6771  0.0449  6676   223 0.72 1.0977  0.047
  5652678 GDORS             1.7328  0.0327  6780   195 0.35 0.7854  0.042
  5654067 GDORA             0.3849  0.0673  7150   282 0.98 0.2918  0.073
  5682485 GDORM             0.0319  0.0336 10981   368 0.59 2.9197  0.369
  5705411 DSCT              1.0040  0.0266  7903   275 0.39 0.9684  0.042
  5705575 DSCT              0.4612  0.0158  7727   269 0.51 1.2950  0.043
  5706988 GDORA             0.5464  0.0171  7467   271 0.48 1.0192  0.042
  5707999 DSCT              0.6648  0.0202  7308   276 0.44 0.9838  0.042
  5708550 GDORA             1.5312  0.0314  6990   274 0.27 0.8526  0.042
  5709664 DSCT/ROT          1.5689  0.0279  7344   277 0.26 1.0908  0.041
  5717140 DSCT              1.0228  0.0269  7698   268 0.40 1.0446  0.042
  5721628 DSCT              0.8555  0.0172  8179   282 0.55 1.0423  0.042
  5721632 GDORS             0.8616  0.0137  7179   284 0.53 0.8603  0.041
  5722346 DSCT              1.4541  0.0222  6816   192 0.33 1.2030  0.041
  5722895 GDORM             0.6085  0.0163  6810   247 0.69 1.0030  0.042
  5723310 DSCT              0.8969  0.0239  8086   285 0.51 1.2725  0.042
  5724440 DSCT              7.8318  0.0425  7700   145 0.15 1.0238  0.041
  5724523 DSCT              0.5008  0.0147  7271   266 0.77 1.4087  0.042
  5724810 DSCT              1.0006  0.0596  7471   272 0.42 1.6912  0.046
  5724811 DSCT              2.4817  0.0361  6026   166 0.19 0.2555  0.041
  5725809 DSCT/ROT          0.9084  0.0235  7464   274 0.53 1.2840  0.042
  5726667 DSCT              0.6173  0.0227  7672   268 0.72 1.6651  0.043
  5727773 DSCT              0.3983  0.0164  6981   296 0.85 1.4847  0.043
  5728217 DSCT              0.7539  0.0202  7266   279 0.66 1.0527  0.042
  5728843 DSCT              0.3850  0.0184  6668   193 0.87 1.5052  0.044
  5729291 GDORS             1.0767  0.0294  7143   274 0.47 0.8680  0.042
  5730867 GDORM             0.5846  0.0200  6913   266 0.75 1.1303  0.043
  5733154 DSCT/HRTB         0.5584  0.0283  6983   252 0.77 1.6157  0.045
  5734003 DSCT              0.3790  0.0229  7398   273 0.90 1.7414  0.046
  5735248 DSCT              0.6805  0.0192  7159   269 0.71 1.0452  0.042
  5737687 DSCT              0.9386  0.0271  7177   276 0.55 1.3826  0.042
  5738127 DSCT              0.4637  0.0213  6678   209 0.88 1.6833  0.044
  5768203 DSCT/ROT          1.3838  0.0225  6731   177 0.33 1.4079  0.041
  5774557 DSCT              1.3571  0.0241  7195   275 0.29 1.3389  0.041
  5775232 DSCT              1.4904  0.0203  6944   205 0.35 1.6649  0.041
  5781077 GDORS             1.5392  0.0272  7182   275 0.27 0.9159  0.041
  5781774 DSCT              1.0032  0.0257  7856   270 0.41 1.3434  0.042
  5781841 GDORM             0.5834  0.0171  7552   269 0.58 1.0250  0.042
  5783203 DSCT              0.5057  0.0246  7831   268 0.57 1.8742  0.044
  5785707 DSCT              3.8852  0.0338  8153   157 0.15 1.1760  0.041
  5786376 DSCT              0.4219  0.0287  8855   325 0.56 1.8663  0.047
  5788623 GDORA/ROT         1.5126  0.0280  7210   261 0.27 0.8142  0.041
  5791786 DSCT              1.6182  0.0254  7074   246 0.24 1.3178  0.041
  5792656 GDORS             1.1118  0.0238  7244   269 0.36 0.9690  0.042
  5794197 GDORM             1.0272  0.0308  7048   229 0.37 1.2038  0.042
  5801556 GDORS             0.6347  0.0244  6801   251 0.53 1.0267  0.043
  5801675 GDORM             1.0936  0.0274  6505   235 0.39 1.3679  0.042
  5802479 DSCT              3.6360  0.0249  7050   222 0.20 0.9125  0.041
  5806877 DSCT              0.6117  0.0162  7971   276 0.67 1.0708  0.042
  5807415 DSCT              0.7701  0.0219  7162   277 0.61 1.4250  0.042
  5808231 DSCT              0.6780  0.0199  8325   295 0.66 1.0388  0.042
  5810113 DSCT/ROT          0.6508  0.0223  6478   124 0.69 1.8843  0.043
  5810197 GDORS             0.7524  0.0226  7631   268 0.65 1.3445  0.042
  5811357 DSCT/ROT          1.8577  0.0609  7117   249 0.24 1.0490  0.043
  5811454 DSCT              1.3744  0.0237  8165   287 0.39 1.1428  0.041
  5819178 DSCT              0.5539  0.0156  7203   275 0.78 1.3430  0.042
  5820612 GDORA             0.4390  0.0170  6663   214 0.87 1.4916  0.043
  5823159 DSCT              0.7446  0.0254  7282   268 0.69 1.4566  0.043
  5856730 DSCT              1.4583  0.0241  7291   269 0.38 1.0661  0.041
  5857714 DSCT              1.0704  0.0280  6855   215 0.46 1.5171  0.042
  5857836 GDORS             0.8354  0.0227  6505   174 0.66 1.3161  0.042
  5866555 DSCT              0.8959  0.0256  8070   284 0.43 1.3684  0.042
  5872733 GDORS             0.7871  0.0134  7199   275 0.48 0.9006  0.041
  5872972 DSCT              1.0373  0.0218  7623   269 0.36 1.0910  0.042
  5873209 GDORM             0.6702  0.0183  7673   270 0.50 1.1414  0.042
  5876187 GDORS             1.2418  0.0256  6681   190 0.32 1.0306  0.042
  5877758 GDORS             0.7277  0.0248  6831   218 0.43 1.1423  0.043
  5879187 DSCT/ROT          1.5038  0.0337  7812   271 0.28 1.0521  0.042
  5879641 GDORS             0.6143  0.0175  7028   274 0.45 0.9160  0.042
  5880352 DSCT/ROT          0.4541  0.0180  7519   272 0.48 1.1972  0.043
  5881108 DSCT              0.8199  0.0285  7657   270 0.39 1.1562  0.043
  5882306 GDORS             0.7377  0.0146  6765   212 0.42 0.9835  0.042
  5887983 GDORS             2.0059  0.0276  6880   203 0.19 1.0386  0.041
  5891196 DSCT/ROT          0.2739  0.0160  7945   277 0.79 1.7897  0.046
  5891708 GDORM             0.7250  0.0235  6754   211 0.61 1.2875  0.043
  5891975 DSCT              0.3322  0.0249  7012   274 0.79 1.0460  0.049
  5892660 DSCT              0.5998  0.0232  6676   206 0.68 1.5352  0.043
  5892969 DSCT              0.5534  0.0247  7493   268 0.71 1.6990  0.044
  5893839 GDORS/SOLR?       0.6989  0.0289  5953   216 0.66 1.5291  0.043
  5894044 GDORS             2.6343  0.5481  6692   179 0.16 0.2974  0.083
  5895238 GDORS             0.5954  0.0153  6938   266 0.72 1.2676  0.042
  5895647 DSCT/ROT          1.4995  0.0237  7467   269 0.29 0.8842  0.041
  5898780 DSCT/ROT          0.9573  0.0312  8671   309 0.45 1.0449  0.043
  5900574 DSCT/ROT          1.3422  0.5181  6972   270 0.41 0.6733  0.140
  5904699 DSCT              0.4802  0.0152  6688   216 0.84 1.3226  0.042
  5904928 DSCT              0.4648  0.0176  7988   275 0.85 1.3923  0.043
  5908086 GDORM             1.2918  0.0307  6683   183 0.50 1.1890  0.042
  5940273 DSCT              1.4711  0.0305  8150   284 0.39 1.5100  0.042
  5954264 GDORS             6.4453  0.0586  7000   148 0.12 1.0587  0.041
  5956305 GDORS/GDORA       0.6614  0.0146  7201   277 0.51 1.0994  0.042
  5960484 GDORM             0.5494  0.0212  7234   283 0.49 1.0234  0.043
  5960899 DSCT              1.2759  0.0288  8884   326 0.31 1.5672  0.042
  5964069 DSCT/ROT          0.8149  0.0233  7026   241 0.40 1.0750  0.042
  5964173 DSCT              0.8149  0.0240  7242   282 0.40 1.3171  0.042
  5964794 DSCT/ROT          1.1168  0.3327  7291   278 0.35 0.8201  0.111
  5965837 GDORS             1.0709  0.0274  6975   145 0.39 2.3105  0.042
  5976681 DSCT              0.5961  0.0166  7775   269 0.68 1.0523  0.042
  5977646 GDORA             0.7248  0.0166  7342   278 0.64 0.9941  0.042
  5977984 DSCT              0.5203  0.0168  7079   334 0.74 1.2047  0.043
  5980555 DSCT              0.5693  0.0221  7013   253 0.74 0.9540  0.043
  5982378 DSCT              0.6126  0.0188  7077   313 0.73 1.0857  0.042
  5985441 GDORM             0.3379  0.0379  6995   296 0.91 0.8240  0.057
  5988140 DSCT/ROT          2.3956  0.0252  7800   147 0.23 1.6899  0.041
  5989856 DSCT/ROT          1.0568  0.0220  7328   276 0.50 1.0241  0.042
  5990915 GDORS             0.3883  0.0277  7112   301 0.94 2.0217  0.048
  5991936 DSCT              0.3297  0.0247  8774   326 1.00 1.9150  0.049
  6032172 DSCT              0.9878  0.0203  7519   273 0.42 0.9602  0.042
  6032730 DSCT              5.4693  0.0277  7400   269 0.10 1.0049  0.041
  6033197 DSCT              1.0065  0.0253  7450   273 0.40 1.1037  0.042
  6035335 GDORS             1.7224  0.0232  7145   261 0.24 0.7744  0.041
  6035618 GDORA/ROT         0.2067  0.0358  7349   270 0.59 1.2065  0.073
  6041680 DSCT/ROT          0.3147  0.0337  8435   298 0.54 1.5434  0.055
  6041803 GDORS             0.9018  0.0250  7488   274 0.42 0.9902  0.042
  6044597 GDORS             1.4590  0.0286  7148   261 0.27 0.8453  0.042
  6048255 GDORS             0.6769  0.0157  7209   283 0.44 0.8611  0.042
  6048876 DSCT              0.4300  0.0238  7191   277 0.51 1.6432  0.045
  6057401 DSCT              0.8521  0.0236  7425   269 0.55 1.0988  0.042
  6058006 DSCT              0.5789  0.0171  7149   279 0.68 1.0566  0.042
  6058830 GDORS             2.0984  1.1630  6635   176 0.26 0.7665  0.197
  6060277 DSCT              0.6280  0.0393  7090   290 0.70 1.3548  0.046
  6060309 DSCT/MAIA/ROT     0.0305  0.0351 11110   391 0.90 3.7104  0.403
  6060355 DSCT/ROT          2.1565  0.1864  6668   207 0.27-0.1738  0.051
  6061584 DSCT              0.5625  0.0195  7242   272 0.74 1.1069  0.043
  6062766 GDORS             1.2136  0.0277  7262   277 0.43 1.0064  0.042
  6065651 DSCT              1.3367  0.0329  7464   270 0.40 0.8859  0.042
  6067707 DSCT/ROT          0.8959  0.0459  8705   310 0.54 1.7672  0.045
  6067817 DSCT              3.0856  0.0241  7986   283 0.22 0.9490  0.041
  6070416 GDORA             1.3891  0.0207  7229   271 0.44 0.8919  0.041
  6110119 GDORS             1.6253  0.0383  6929   223 0.27 0.9217  0.042
  6113864 DSCT              1.7766  0.0360  8883   330 0.23 1.5269  0.042
  6114387 GDORM             1.1808  0.0198  7418   267 0.35 0.9427  0.041
  6115466 DSCT              1.0160  0.0340  8127   280 0.38 1.2289  0.043
  6123324 DSCT              2.3387  0.0294  6811   132 0.17 1.7343  0.041
  6126855 GDORM             1.8028  0.0237  7094   273 0.19 1.0717  0.041
  6127239 DSCT              0.2368  0.0150  7951   280 0.52 1.8328  0.047
  6130500 DSCT              0.5731  0.0175  7725   267 0.49 1.0297  0.042
  6139591 DSCT              0.3975  0.0188  7988   278 0.77 1.4573  0.044
  6140015 GDORS             0.0628  0.0427 11642   344 0.85 2.8061  0.240
  6141372 DSCT/ROT          1.9602  0.0324  7221   284 0.20 0.9705  0.041
  6142919 DSCT              2.4837  0.0519  7146   251 0.19 0.9252  0.042
  6153233 DSCT              4.9138  0.0253  7076   275 0.13 1.0985  0.041
  6184298 DSCT              0.8494  0.0318  6946   223 0.60 1.2038  0.043
  6187665 DSCT              1.2899  0.0242  7024   119 0.34 1.2021  0.042
  6199731 DSCT              1.1602  0.0253  7992   278 0.32 1.5562  0.042
  6206125 DSCT/EB           0.9525  0.0323  9087   337 0.44 1.9179  0.043
  6206627 DSCT/ROT          0.8520  0.0267  7009   268 0.40 1.4798  0.042
  6207355 GDORA             0.7964  0.0139  7316   283 0.41 0.8724  0.041
  6209293 DSCT/ROT          0.6783  0.0241  8387   296 0.44 1.2993  0.043
  6220010 DSCT              0.5300  0.0208  7466   272 0.70 1.1464  0.043
  6224312 DSCT              0.7084  0.0180  7028   274 0.68 0.9496  0.042
  6226293 DSCT              0.5986  0.0157  7365   273 0.74 1.1293  0.042
  6227118 DSCT              0.8558  0.0263  7361   266 0.59 1.0536  0.042
  6228306 DSCT              0.7236  0.0291  7790   271 0.68 1.4671  0.043
  6228371 DSCT              0.7079  0.0271  7759   267 0.69 1.6443  0.043
  6229130 DSCT              1.0277  0.0362  7420   265 0.49 1.4704  0.043
  6229502 DSCT              1.0913  0.0269  7285   268 0.48 1.1667  0.042
  6229965 GDORA             0.9995  0.0205  7311   277 0.50 0.8787  0.042
  6230921 DSCT              0.8527  0.0137  7173   305 0.61 0.9651  0.041
  6231451 DSCT              0.9769  0.0156  7578   268 0.48 0.8640  0.041
  6262882 DSCT/ROT          0.3701  0.0224  8461   296 0.58 1.4172  0.046
  6266750 DSCT              1.0369  0.0342  8310   302 0.45 1.5204  0.043
  6268890 DSCT/ROT          0.9783  0.0244  7423   265 0.52 1.6146  0.042
  6279848 DSCT              4.6883  0.0550  6843   145 0.12 1.3209  0.041
  6280902 DSCT/ROT          1.6511  0.0278  7227   279 0.23 1.0000  0.041
  6280952 DSCT              0.6833  0.0247  7895   274 0.49 1.6792  0.043
  6284209 GDORS             0.7425  0.0147  7254   281 0.46 0.9085  0.042
  6284363 DSCT              0.6025  0.0225  8669   319 0.49 1.4025  0.043
  6286468 GDORA             0.9041  0.0188  7018   268 0.42 0.8415  0.042
  6287172 DSCT/ROT          0.6030  0.0251  6790   201 0.45 1.4194  0.043
  6289468 DSCT/ROT          1.9147  0.0328  8411   170 0.16 1.6653  0.041
  6290382 GDORM             2.0995  0.3308  7160   281 0.22 0.0708  0.068
  6290411 DSCT              0.8739  0.0250  7403   267 0.40 1.2654  0.042
  6290648 DSCT              0.5434  0.0165  7902   275 0.48 1.0695  0.042
  6292398 GDORM/EB          1.8301  0.0297  7800   269 0.19 1.5225  0.041
  6293045 GDORS             1.2208  0.0237  7110   252 0.35 0.9647  0.042
  6293266 DSCT/EB           0.8862  0.0227  8449   300 0.44 1.3455  0.042
  6294018 GDORM             2.2335  0.0248  6723   173 0.21 1.0082  0.041
  6294889 DSCT              0.9519  0.0361  8449   300 0.43 1.4911  0.043
  6301132 DSCT              0.9433  0.0265  8035   281 0.46 1.2276  0.042
  6301745 GDORS/ROT         2.7270  0.0301  6935   126 0.17 0.7513  0.041
  6302589 DSCT              0.8624  0.0290  7611   268 0.56 1.1663  0.043
  6302592 DSCT/EB           0.3783  0.0214  7881   274 0.82 1.5157  0.045
  6302655 DSCT              0.6122  0.0275  8028   278 0.70 1.3585  0.044
  6308416 DSCT              0.8778  0.0299  9297   352 0.54 2.0528  0.043
  6310397 DSCT/ROT          1.2722  0.0246  7242   278 0.46 1.0321  0.042
  6311564 DSCT              0.9897  0.0213  7613   267 0.50 1.2022  0.042
  6313843 GDORM             0.7935  0.0152  6755   224 0.67 0.9589  0.042
  6314475 DSCT              0.4910  0.0190  6722   211 0.86 1.2625  0.043
  6346698 GDORM             2.9402  0.0229  6251   214 0.18 1.5789  0.041
  6356928 DSCT              0.8638  0.0274  7496   270 0.45 1.0322  0.042
  6357795 DSCT/ROT          0.4610  0.0159  7500   268 0.54 1.4361  0.043
  6366512 GDORS             1.9045  0.0228  6937   219 0.16 0.7763  0.041
  6366617 DSCT              0.6206  0.0226  7612   265 0.45 1.6240  0.043
  6371322 GDORS             0.5578  0.0188  7086   295 0.51 1.0491  0.043
  6372320 DSCT              0.7755  0.0225  7847   270 0.47 1.0918  0.042
  6381128 DSCT              0.8959  0.0260  7620   270 0.51 1.2310  0.042
  6381306 DSCT              1.3818  0.0743  8208   287 0.37 2.2868  0.045
  6381517 GDORM             0.9342  0.0192  7375   272 0.48 0.8932  0.042
  6383932 GDORM             0.1443  0.8691  7051   249 0.94 2.8848  2.096
  6384854 DSCT              0.5511  0.0163  7804   269 0.77 1.1950  0.042
  6385010 DSCT/ROT          0.6752  0.0216  6026   270 0.70 1.5863  0.042
  6385342 GDORS             2.9948  0.0252  7340   237 0.20 0.7875  0.041
  6387257 DSCT              0.7132  0.0196  6721   242 0.69 1.2248  0.042
  6387770 GDORS             1.0616  0.0239  7434   270 0.48 1.0187  0.042
  6387895 GDORS             1.6697  0.0269  7304   272 0.30 0.7778  0.041
  6388333 DSCT              0.7238  0.0242  6338   175 0.69 1.5885  0.043
  6388443 DSCT              0.6302  0.0158  6988   294 0.73 1.0290  0.042
  6389098 DSCT              0.6316  0.0151  6829   237 0.74 1.1757  0.042
  6390013 DSCT/ROT          0.5827  0.0231  8663   313 0.77 1.9428  0.043
  6390243 DSCT              0.7859  0.0182  8366   296 0.66 1.1467  0.042
  6421759 GDORM             1.8758  0.0414  7029   209 0.24 1.2271  0.042
  6428932 DSCT              1.5313  0.0236  7261   261 0.31 1.1307  0.041
  6429742 DSCT              1.6506  0.0316  7623   266 0.26 0.9281  0.042
  6432054 DSCT              5.4110  0.0286  7232   149 0.10 1.1807  0.041
  6441436 DSCT              0.7084  0.0119  7302   276 0.47 1.0680  0.041
  6441729 GDORM             1.3767  0.0332  7479   274 0.26 1.0200  0.042
  6443122 DSCT              1.8475  0.0257  7625   273 0.17 0.9439  0.041
  6443536 GDORA             1.0165  0.0250  7338   278 0.37 1.0591  0.042
  6445116 GDORM             0.9830  0.0240  6939   228 0.41 1.0667  0.042
  6445601 DSCT/EB/ROT       0.4163  0.0145  7330   279 0.49 1.4075  0.043
  6445969 GDORS             0.7918  0.0238  7266   272 0.41 1.1018  0.042
  6446951 DSCT              1.5732  0.0247  7522   277 0.26 1.0953  0.041
  6448173 DSCT              0.5178  0.0239  8405   301 0.49 1.3204  0.044
  6448362 DSCT              1.0698  0.0307  7955   276 0.39 1.0996  0.042
  6448666 GDORS             2.5913  0.0434  7109   263 0.15 0.7241  0.041
  6449081 GDORA             4.3922  0.4592  6977   242 0.16 0.4057  0.055
  6451160 GDORS             1.8270  0.0255  7206   272 0.19 0.8044  0.041
  6451605 DSCT              0.8058  0.0257  7107   249 0.48 1.3275  0.042
  6451876 DSCT              0.8226  0.0274  7797   273 0.48 1.2177  0.043
  6462033 GDORM             0.4087  0.0328  8531   317 0.84 2.7262  0.050
  6462185 GDORM             0.8053  0.0323  6484   178 0.64 1.4000  0.043
  6463047 DSCT              2.7143  0.0249  8377   290 0.19 1.0516  0.041
  6464938 DSCT              0.8904  0.0246  7538   270 0.53 1.5787  0.042
  6467639 DSCT              1.0557  0.0507  6927   221 0.48 1.2217  0.044
  6467726 DSCT              4.1694  0.0285  6657   230 0.22 0.9720  0.041
  6468146 GDORM             3.0431  0.0304  7240   230 0.21 0.9946  0.041
  6468987 GDORS             1.0709  0.0226  7155   274 0.49 0.9538  0.042
  6470922 GDORM             0.5063  0.0243  7289   269 0.84 1.2126  0.044
  6470973 DSCT              0.5688  0.0238  8495   295 0.80 1.4667  0.043
  6497003 GDORA             2.4470  0.0333  7002   211 0.20 0.8081  0.041
  6500578 GDORM             0.7581  0.0315  7980   281 0.58 2.0531  0.043
  6508203 DSCT              1.6423  0.0209  7601   267 0.26 0.9187  0.041
  6508478 DSCT/EB           0.9366  0.0234  8210   286 0.41 1.2735  0.042
  6509175 DSCT              0.9989  0.0530  7600   147 0.41 2.0639  0.045
  6511019 DSCT/ROT          1.2037  0.0204  7486   272 0.35 1.1387  0.041
  6511354 DSCT/ROT          1.2761  0.0197  7587   271 0.29 0.9341  0.041
  6516825 GDORM             0.8351  0.0181  7219   279 0.45 1.0242  0.042
  6519869 GDORA             3.0554  0.0202  6900   267 0.17 0.7868  0.041
  6520572 GDORS             0.9487  0.0208  7053   259 0.43 0.9673  0.042
  6520658 GDORM             0.7805  0.0209  6705   209 0.45 1.2023  0.042
  6520969 DSCT              0.8722  0.0142  8499   301 0.38 0.8333  0.041
  6522144 DSCT              0.5351  0.0163  7471   269 0.48 1.2041  0.042
  6522179 DSCT              1.5453  0.0230  7129   242 0.26 1.0955  0.041
  6522735 GDORS             0.6531  0.0177  7034   253 0.45 1.1923  0.042
  6523440 GDORS             0.7354  0.0419  6666   233 0.43 1.2697  0.046
  6531801 GDORS             0.7652  0.0176  7160   287 0.51 0.8853  0.042
  6532022 DSCT              0.4296  0.0149  7384   277 0.62 1.5024  0.043
  6546327 DSCT              0.9429  0.0245  7670   268 0.48 0.9607  0.042
  6548709 DSCT              1.1922  0.0269  7940   274 0.48 1.2064  0.042
  6579643 DSCT              2.0239  0.0295  7025   253 0.25 2.0717  0.041
  6584042 DSCT/ROT          0.2242  0.2792  7184   280 0.64 2.2080  0.435
  6586052 DSCT              1.0593  0.0272  7665   268 0.42 1.4848  0.042
  6586055 GDORS             0.9388  0.0204  6969   245 0.46 1.0475  0.042
  6586333 DSCT              0.5372  0.0165  7407   274 0.66 1.2081  0.042
  6587551 DSCT              2.4053  0.0317  8800   177 0.19 1.3370  0.041
  6590403 DSCT              1.0292  0.0227  7178   276 0.38 1.7671  0.042
  6593488 DSCT              1.1469  0.0245  6930   217 0.37 1.2756  0.042
  6595315 DSCT              0.5250  0.0171  7611   268 0.57 1.0917  0.043
  6595406 GDORM             0.7861  0.0155  7258   276 0.51 0.9669  0.042
  6604303 DSCT              0.6631  0.0137  7436   268 0.47 1.1132  0.042
  6606229 DSCT              0.9369  0.0281  6893   217 0.46 1.6682  0.042
  6612114 GDORA             1.7931  0.0365  6934   219 0.20 0.8219  0.042
  6612353 DSCT/ROT          0.9838  0.0297  7273   282 0.40 1.0951  0.042
  6613627 DSCT/ROT          0.8866  0.0258  7234   279 0.43 1.1459  0.042
  6614168 DSCT              1.6653  0.0294  7418   276 0.23 0.9700  0.041
  6621643 GDORS/ROT         0.5219  0.0167  6746   244 0.71 1.2595  0.042
  6629106 DSCT              2.1483  0.0454  7218   276 0.29 1.3208  0.042
  6632945 GDORM             1.1283  0.0288  7109   257 0.49 1.0582  0.042
  6633452 DSCT/ROT          0.5141  0.0245  7557   269 0.81 1.5911  0.044
  6635026 DSCT/ROT          0.8688  0.0340  7381   275 0.57 1.0084  0.043
  6636041 DSCT              0.8165  0.0308  8051   279 0.66 1.0857  0.043
  6668729 DSCT              3.5495  0.0728  7800   274 0.13 1.4139  0.042
  6670742 DSCT              3.0410  0.0307  7598   268 0.18 1.2895  0.041
  6670894 GDORM             0.5795  0.0154  7189   279 0.64 1.1633  0.042
