kic,source_id,sdss_g,parallax,parallax_error,Ag_Green_2017,Ag_Green_2017_sigma,Teffi,e_Teffi,FeHi,e_FeHi,new_logg,new_logg_std,new_radius,new_r_std,new_mass,new_mass_std,mass_qflag,loglbol_g_median,loglbol_sigp,loglbol_sigm,dSct
6127764,2077588385320773248,13.779,0.831,0.014,0.22,0.03,6656,198,-0.05,0.3,4.1,0.11,1.67,0.11,1.3,0.25,0,0.694,0.025,0.025,0
6127806,2077594363915284096,14.231,0.548,0.017,0.25,0.03,6563,80,0.06,0.15,3.93,0.09,2.13,0.09,1.42,0.25,0,0.882,0.034,0.033,0
6127942,2077593676720543872,13.853,0.852,0.015,0.22,0.02,6950,220,0.19,0.3,4.25,0.11,1.4,0.1,1.3,0.25,1,0.615,0.024,0.024,0
6128236,2077582028769284608,8.94,2.745,0.026,0.12,0.04,7099,205,-0.6,0.3,3.55,0.08,3.8,0.25,1.86,0.25,0,1.518,0.023,0.023,0
6128326,2077581685171895040,14.116,0.693,0.015,0.27,0.04,6877,224,-0.16,0.3,4.14,0.11,1.62,0.12,1.34,0.25,0,0.722,0.028,0.028,0
6128330,2077581891330351744,14.12,0.566,0.014,0.28,0.02,7470,261,-0.09,0.3,4.19,0.1,1.61,0.12,1.46,0.25,0,0.862,0.029,0.028,0
6128622,2077582338006995328,13.391,0.992,0.013,0.24,0.05,6856,212,-0.21,0.3,4.18,0.11,1.53,0.1,1.3,0.25,0,0.671,0.027,0.027,0
6129007,2077578794650044032,12.277,1.772,0.022,0.17,0.05,6775,189,0.06,0.3,4.24,0.11,1.41,0.09,1.25,0.25,1,0.577,0.028,0.028,0
6129651,2077413661747481600,12.553,1.599,0.026,0.23,0.05,6880,201,-0.48,0.3,4.27,0.11,1.37,0.09,1.27,0.25,1,0.579,0.026,0.026,0
6129694,2077415143522766848,13.249,0.72,0.019,0.31,0.04,7847,274,0.07,0.3,4.18,0.1,1.69,0.14,1.58,0.25,0,0.989,0.032,0.032,0
6130071,2077412772700903936,14.413,0.757,0.023,0.27,0.04,6621,231,-0.38,0.3,4.21,0.12,1.44,0.12,1.22,0.25,1,0.553,0.036,0.035,0
6130247,2077411428367150592,14.413,0.786,0.021,0.25,0.02,6637,199,-0.44,0.3,4.25,0.12,1.37,0.09,1.2,0.25,1,0.517,0.029,0.029,0
6130261,2077417548704550528,14.998,0.25,0.027,0.36,0.03,7856,274,0.22,0.3,3.97,0.14,2.24,0.31,1.72,0.25,0,1.236,0.102,0.093,1
6130289,2077417342546116992,14.389,0.308,0.02,0.36,0.03,7069,247,-0.09,0.3,3.69,0.1,3.13,0.31,1.78,0.25,0,1.343,0.062,0.058,0
6130500,2077405694594852096,13.917,0.573,0.018,0.37,0.03,7804,273,-0.01,0.3,4.19,0.1,1.65,0.13,1.55,0.25,0,0.959,0.033,0.033,1
6130543,2077405316637712768,14.959,0.562,0.021,0.29,0.03,6858,240,-0.08,0.3,4.26,0.12,1.38,0.12,1.26,0.25,1,0.579,0.039,0.038,0
6131093,2077403083254796544,9.395,4.474,0.274,0.08,0.03,6629,180,0.36,0.3,3.93,0.1,2.16,0.15,1.44,0.25,0,0.908,0.035,0.036,2
6131451,2077402877096437120,15.032,0.403,0.02,0.34,0.03,6540,228,-0.18,0.3,3.91,0.11,2.15,0.19,1.41,0.25,0,0.88,0.048,0.047,0
6131468,2077496816620021504,15.122,0.696,0.02,0.29,0.02,6760,236,-0.5,0.3,4.43,0.12,1.08,0.08,1.16,0.25,5,0.341,0.032,0.031,0
6131612,2077497332016123648,11.188,0.939,0.037,0.26,0.03,8468,80,-0.16,0.15,3.86,0.07,2.79,0.13,2.06,0.25,0,1.558,0.04,0.039,0
6132088,2077450602770888576,12.201,0.932,0.041,0.29,0.02,7706,80,0.39,0.15,3.98,0.08,2.18,0.12,1.69,0.25,0,1.18,0.044,0.043,0
6132246,2077450774569594624,14.726,0.564,0.019,0.27,0.02,6762,236,0.02,0.3,4.16,0.12,1.56,0.13,1.29,0.25,0,0.661,0.035,0.034,0
6137779,2077025091772130304,13.633,0.806,0.017,0.47,0.03,6734,211,-0.3,0.3,3.99,0.1,2.0,0.14,1.42,0.25,0,0.87,0.028,0.027,0
6137864,2077028218508671616,14.811,0.451,0.022,0.35,0.05,7088,248,-0.27,0.3,4.09,0.11,1.76,0.16,1.42,0.25,0,0.849,0.051,0.049,0
6137987,2077025572808518400,12.887,1.065,0.026,0.3,0.04,6826,200,-0.09,0.3,4.04,0.1,1.86,0.12,1.4,0.25,0,0.832,0.023,0.023,0
6138242,2077025469719123200,14.286,1.233,0.124,0.32,0.07,6642,232,-0.1,0.3,4.52,0.13,0.94,0.08,1.08,0.25,5,0.186,0.034,0.034,0
6138789,2077019078818102912,12.248,1.07,0.032,0.37,0.04,7552,264,-0.06,0.3,4.04,0.1,1.99,0.15,1.6,0.25,0,1.066,0.023,0.024,2
6139040,2077018116745446784,13.037,0.246,0.022,0.62,0.03,8987,80,-0.34,0.15,3.46,0.09,4.92,0.45,2.63,0.25,0,2.152,0.086,0.079,0
6139295,2077019284976577664,14.461,0.417,0.021,0.55,0.04,7857,274,0.12,0.3,4.1,0.11,1.89,0.17,1.64,0.25,0,1.086,0.05,0.049,0
6139399,2077019388055807616,14.44,0.696,0.017,0.47,0.02,7032,246,0.07,0.3,4.25,0.11,1.43,0.11,1.32,0.25,1,0.653,0.028,0.028,0
6139483,2077016360093395200,13.887,0.655,0.018,0.48,0.03,6537,196,-0.29,0.3,3.85,0.1,2.4,0.17,1.48,0.25,0,0.975,0.031,0.03,0
6139591,2077016192600151808,13.911,0.398,0.019,0.62,0.02,8067,282,-0.0,0.3,3.92,0.1,2.47,0.21,1.86,0.25,0,1.367,0.045,0.044,1
6139796,2077015780283314176,14.092,0.916,0.107,0.53,0.03,6591,200,-0.23,0.3,4.09,0.16,1.64,0.25,1.25,0.25,0,0.661,0.119,0.105,0
6139856,2077016673636535424,13.684,0.809,0.02,0.41,0.04,6595,197,-0.16,0.3,3.97,0.1,2.01,0.14,1.38,0.25,0,0.839,0.031,0.03,0
6139982,2077040278777212672,14.169,0.507,0.028,0.55,0.07,6710,211,-0.36,0.3,3.78,0.11,2.66,0.24,1.58,0.25,0,1.112,0.059,0.057,0
6140122,2077039557222722688,13.458,0.566,0.022,0.51,0.04,6911,216,-0.27,0.3,3.74,0.1,2.93,0.24,1.72,0.25,0,1.247,0.041,0.04,0
6140141,2077039247985069440,12.908,0.86,0.034,0.4,0.03,7182,438,-0.06,0.3,3.97,0.14,2.13,0.3,1.56,0.25,0,1.036,0.04,0.04,0
6141163,2076849719671335424,13.361,0.934,0.022,0.41,0.04,6792,204,-0.07,0.3,4.04,0.1,1.85,0.14,1.38,0.25,0,0.817,0.03,0.03,0
6141372,2076849616592147584,11.082,1.96,0.032,0.28,0.07,7300,255,-0.21,0.3,4.02,0.1,2.0,0.16,1.54,0.25,0,1.011,0.033,0.033,1
6141431,2076849547872671616,13.405,0.818,0.024,0.58,0.04,6567,229,0.0,0.3,3.83,0.1,2.44,0.2,1.5,0.25,0,1.0,0.034,0.034,0
6141503,2076854701833438208,13.547,0.572,0.019,0.68,0.03,6678,195,-0.27,0.3,3.6,0.09,3.35,0.24,1.65,0.25,0,1.303,0.036,0.035,1
6141725,2076854564394509824,13.2,0.726,0.021,0.44,0.04,6822,212,-0.46,0.3,3.82,0.1,2.58,0.19,1.6,0.25,0,1.115,0.034,0.033,0
6142387,2076843603637768320,12.769,0.859,0.03,0.37,0.06,7458,261,-0.04,0.3,4.01,0.1,2.08,0.18,1.6,0.25,0,1.081,0.043,0.042,0
6142425,2076843637997764992,12.385,0.513,0.026,0.48,0.02,8170,285,-0.06,0.3,3.68,0.09,3.53,0.31,2.19,0.25,0,1.699,0.049,0.047,0
6142471,2076843741076993408,13.064,1.401,0.025,0.26,0.07,6566,190,-0.15,0.3,4.2,0.12,1.43,0.1,1.2,0.25,0,0.534,0.032,0.032,0
6142919,2076840683060036096,10.679,2.484,0.052,0.26,0.07,7302,236,-0.06,0.3,4.07,0.1,1.87,0.14,1.5,0.25,0,0.954,0.036,0.036,1
6143228,2076839647962849152,13.882,0.623,0.02,0.65,0.06,8282,289,-0.11,0.3,4.29,0.1,1.53,0.13,1.62,0.25,1,0.995,0.042,0.041,0
6143316,2076934004107926144,14.3,0.574,0.016,0.71,0.07,6568,216,0.07,0.3,3.84,0.1,2.45,0.2,1.5,0.25,0,1.004,0.041,0.04,0
6143455,2076886518947976576,12.471,0.565,0.027,0.67,0.05,8315,291,-0.18,0.3,3.76,0.1,3.22,0.3,2.15,0.25,0,1.65,0.05,0.049,0
6143907,2076885969192239104,12.617,0.807,0.026,0.68,0.05,7007,211,-0.13,0.3,3.65,0.09,3.21,0.24,1.7,0.25,0,1.349,0.038,0.037,0
6144173,2076887545437907200,13.097,1.042,0.024,0.6,0.07,6810,203,-0.14,0.3,4.0,0.1,1.99,0.14,1.43,0.25,0,0.885,0.034,0.035,0
6144257,2076887481020832128,13.052,1.188,0.024,0.61,0.11,6899,210,-0.09,0.3,4.09,0.11,1.74,0.14,1.38,0.25,0,0.793,0.047,0.048,0
6144872,2076889920562388352,10.344,0.909,0.033,0.69,0.04,8743,306,-0.09,0.3,3.47,0.09,4.88,0.4,2.58,0.25,0,2.099,0.039,0.039,0
6145098,2076877924711165824,12.856,1.754,0.026,0.33,0.07,6582,186,-0.13,0.3,4.27,0.12,1.29,0.09,1.16,0.25,1,0.45,0.033,0.033,0
6182093,2104439661857678208,9.801,2.795,0.023,0.13,0.03,6618,177,-0.07,0.3,3.69,0.09,2.97,0.17,1.54,0.25,0,1.182,0.021,0.021,0
6145201,2076877585416337792,13.192,1.035,0.026,0.66,0.2,6571,189,-0.08,0.3,3.91,0.14,2.16,0.25,1.4,0.25,0,0.893,0.083,0.084,0
6145884,2076876039228262528,13.497,1.07,0.018,0.5,0.05,6935,224,-0.22,0.3,4.22,0.11,1.48,0.1,1.31,0.25,1,0.659,0.028,0.028,0
6145929,2076875386393217408,13.083,0.936,0.028,0.49,0.05,6751,209,-0.38,0.3,3.9,0.1,2.24,0.17,1.49,0.25,0,0.971,0.037,0.037,0
6145959,2076876275443751424,11.957,1.286,0.024,0.44,0.04,6686,185,-0.42,0.3,3.78,0.09,2.71,0.18,1.6,0.25,0,1.12,0.025,0.025,0
6146173,2076899438210402944,13.591,1.091,0.022,0.42,0.12,7416,259,0.07,0.3,4.44,0.12,1.14,0.1,1.31,0.25,5,0.546,0.049,0.05,0
6147051,2073897079966272384,14.314,0.958,0.016,0.75,0.15,6791,237,-0.02,0.3,4.27,0.14,1.36,0.14,1.25,0.25,1,0.55,0.062,0.063,0
6147140,2073893820103452672,10.342,1.257,0.054,0.31,0.09,8487,297,-0.07,0.3,3.8,0.09,3.09,0.27,2.16,0.25,0,1.648,0.041,0.041,0
6148048,2073899416429527552,13.476,1.043,0.016,0.62,0.08,6890,220,-0.23,0.3,4.13,0.11,1.64,0.13,1.34,0.25,0,0.739,0.036,0.036,0
6148498,2073888219466262912,13.272,0.863,0.015,0.86,0.04,7103,239,-0.19,0.3,3.91,0.1,2.29,0.17,1.59,0.25,0,1.081,0.026,0.026,0
6148859,2073888425624769408,13.129,0.943,0.02,0.82,0.05,6896,216,-0.27,0.3,3.88,0.1,2.37,0.17,1.56,0.25,0,1.058,0.031,0.031,0
6149358,2073884165016894208,13.39,1.314,0.013,0.3,0.05,6660,195,-0.11,0.3,4.31,0.11,1.27,0.08,1.18,0.25,2,0.455,0.026,0.026,0
6150518,2075336963472120064,12.434,0.887,0.014,1.07,0.05,6731,235,-0.08,0.3,3.47,0.09,4.14,0.33,1.85,0.25,0,1.502,0.03,0.03,0
6150804,2075341739476155392,12.147,1.513,0.022,0.42,0.07,6803,196,-0.35,0.3,3.99,0.11,2.02,0.14,1.44,0.25,0,0.895,0.033,0.033,0
6152521,2075326930428827776,12.866,0.96,0.026,0.55,0.06,6683,233,-0.17,0.3,3.82,0.11,2.52,0.21,1.55,0.25,0,1.056,0.038,0.038,0
6152591,2075326655550919424,13.058,0.449,0.018,0.7,0.04,8388,293,-0.1,0.3,3.79,0.09,3.08,0.27,2.13,0.25,0,1.626,0.043,0.042,0
6153233,2075162828326386304,9.262,4.914,0.025,0.1,0.05,7099,248,0.07,0.3,4.08,0.1,1.81,0.14,1.44,0.25,0,0.875,0.027,0.026,1
6153673,2075163378081760384,14.23,0.485,0.017,0.6,0.03,6582,225,-0.2,0.3,3.71,0.11,2.86,0.24,1.51,0.25,0,1.141,0.037,0.037,0
6153680,2075163790399275520,13.038,0.703,0.023,0.56,0.03,6543,193,-0.12,0.3,3.6,0.09,3.35,0.24,1.62,0.25,0,1.269,0.035,0.034,0
6154326,2075159942108044416,13.725,0.506,0.016,0.84,0.04,6594,230,-0.16,0.3,3.51,0.1,3.83,0.31,1.74,0.25,0,1.397,0.037,0.037,1
6181674,2104437737712394624,13.968,0.7,0.019,0.17,0.02,7153,224,-0.1,0.3,4.22,0.1,1.48,0.1,1.36,0.25,1,0.713,0.029,0.029,0
6182491,2104523671418242944,13.643,0.94,0.014,0.2,0.02,6922,205,-0.48,0.3,4.23,0.1,1.43,0.09,1.29,0.25,1,0.626,0.021,0.021,0
6182812,2104518998493174016,14.32,0.511,0.016,0.24,0.03,6523,228,-0.18,0.3,3.89,0.1,2.25,0.18,1.44,0.25,0,0.919,0.034,0.033,0
6183478,2104474983668421504,11.461,1.523,0.027,0.21,0.03,7670,268,0.36,0.3,4.12,0.1,1.8,0.13,1.56,0.25,0,1.004,0.019,0.02,1
6184161,2104484497016788096,12.396,1.858,0.031,0.2,0.03,6588,184,-0.21,0.3,4.21,0.11,1.42,0.09,1.2,0.25,0,0.535,0.021,0.021,0
6184298,2104485119791338624,12.758,0.849,0.032,0.26,0.02,7051,207,0.14,0.3,3.91,0.1,2.28,0.17,1.57,0.25,0,1.063,0.038,0.036,1
6185004,2103738585756285824,13.413,1.247,0.019,0.26,0.02,6571,190,0.06,0.3,4.26,0.11,1.34,0.08,1.16,0.25,1,0.478,0.019,0.019,0
6185416,2104100703039251968,11.316,1.916,0.026,0.13,0.02,6866,186,-0.32,0.3,4.01,0.09,1.97,0.12,1.44,0.25,0,0.892,0.019,0.02,0
6185513,2104097335784889216,12.204,1.28,0.024,0.24,0.02,6838,239,0.07,0.3,3.98,0.1,2.05,0.15,1.46,0.25,0,0.916,0.018,0.018,0
6185841,2104098160418655488,12.249,1.174,0.028,0.24,0.02,6599,230,-0.58,0.3,3.84,0.1,2.46,0.19,1.52,0.25,0,1.013,0.019,0.019,0
6185851,2104098843316433792,13.152,0.924,0.023,0.25,0.03,6631,191,-0.36,0.3,3.96,0.1,2.06,0.14,1.41,0.25,0,0.868,0.029,0.028,0
6185878,2104098160418661120,13.195,0.401,0.023,0.28,0.02,7926,277,-0.05,0.3,3.77,0.1,3.0,0.29,1.98,0.25,0,1.506,0.055,0.052,0
6188405,2103959652014899584,13.367,1.046,0.013,0.18,0.02,6597,190,-0.74,0.3,4.13,0.11,1.59,0.1,1.25,0.25,0,0.637,0.018,0.018,0
6190873,2100922530321114240,14.258,0.53,0.018,0.23,0.02,7071,247,-0.23,0.3,4.07,0.1,1.83,0.15,1.44,0.25,0,0.878,0.035,0.034,0
6192074,2102362512595395584,12.335,1.652,0.022,0.28,0.02,6622,231,0.08,0.3,4.11,0.11,1.65,0.12,1.28,0.25,0,0.674,0.018,0.018,0
6192566,2102364642899228800,9.301,1.951,0.03,0.17,0.02,7768,271,-0.11,0.3,3.61,0.09,3.68,0.27,2.0,0.25,0,1.647,0.019,0.019,0
6192580,2102364849057677440,13.874,0.582,0.015,0.41,0.01,6713,234,-0.14,0.3,3.85,0.1,2.44,0.19,1.54,0.25,0,1.038,0.028,0.028,0
6195407,2102268435632599168,13.773,0.759,0.015,0.18,0.02,6597,205,-0.44,0.3,4.03,0.1,1.85,0.13,1.34,0.25,0,0.767,0.025,0.024,0
6195556,2102221568949489152,11.788,1.449,0.024,0.14,0.03,7147,250,0.21,0.3,4.05,0.1,1.87,0.14,1.47,0.25,0,0.915,0.021,0.021,1
6195954,2102223733613083392,14.095,0.56,0.022,0.18,0.02,7122,239,-0.25,0.3,4.1,0.11,1.78,0.15,1.44,0.25,0,0.864,0.04,0.038,0
6196372,2102222977698486784,13.387,1.043,0.013,0.18,0.02,6968,210,0.1,0.3,4.29,0.1,1.35,0.09,1.29,0.25,2,0.588,0.017,0.018,0
6196427,2102224901844309504,14.353,0.751,0.017,0.16,0.01,6529,193,-0.34,0.3,4.19,0.11,1.46,0.1,1.2,0.25,0,0.545,0.026,0.025,0
6196501,2102212669776984576,13.646,1.464,0.016,0.16,0.02,6619,231,-0.16,0.3,4.5,0.12,0.98,0.07,1.1,0.25,5,0.219,0.018,0.018,0
6196587,2102213185173076480,12.972,1.076,0.027,0.18,0.02,6640,182,-0.33,0.3,4.04,0.1,1.82,0.11,1.34,0.25,0,0.761,0.018,0.018,0
6196629,2102212532338043520,10.84,1.225,0.024,0.17,0.02,6723,235,-0.44,0.3,3.48,0.09,4.07,0.31,1.83,0.25,0,1.485,0.018,0.018,1
6196651,2102213013374393984,11.547,2.013,0.025,0.14,0.02,6904,190,-0.53,0.3,4.12,0.1,1.7,0.1,1.36,0.25,0,0.771,0.02,0.02,0
6197138,2102231567633135872,14.732,0.701,0.019,0.17,0.01,6627,231,-0.17,0.3,4.31,0.12,1.26,0.1,1.17,0.25,2,0.443,0.029,0.028,0
6197300,2102233624918891648,11.969,1.906,0.022,0.13,0.01,6861,192,-0.16,0.3,4.22,0.1,1.46,0.09,1.28,0.25,0,0.63,0.018,0.018,0
6197504,2101482490978837376,13.556,1.087,0.014,0.18,0.01,6696,200,-0.11,0.3,4.27,0.11,1.33,0.09,1.2,0.25,1,0.508,0.017,0.017,0
6197756,2101482181741231360,14.418,0.695,0.016,0.2,0.03,6583,230,-0.27,0.3,4.16,0.12,1.53,0.12,1.23,0.25,0,0.596,0.03,0.029,0
6198172,2101485136678784384,14.513,0.692,0.018,0.16,0.02,6634,232,-0.52,0.3,4.21,0.12,1.43,0.11,1.22,0.25,1,0.552,0.029,0.028,0
6198256,2101484312045064704,14.026,1.05,0.014,0.15,0.03,6581,230,0.1,0.3,4.38,0.12,1.14,0.08,1.16,0.25,2,0.34,0.02,0.02,0
6198720,2101474347721003520,14.365,1.024,0.017,0.18,0.03,6520,189,-0.26,0.3,4.44,0.12,1.06,0.06,1.12,0.25,5,0.259,0.019,0.019,0
6198756,2101473660526219136,12.437,1.535,0.022,0.23,0.04,6819,197,-0.17,0.3,4.17,0.11,1.56,0.1,1.3,0.25,0,0.677,0.022,0.022,0
6199205,2101845432893638784,14.401,0.984,0.017,0.24,0.02,6575,230,0.13,0.3,4.43,0.12,1.06,0.08,1.13,0.25,5,0.281,0.018,0.018,0
6199518,2101845054936594688,14.91,0.617,0.02,0.27,0.03,6875,240,-0.17,0.3,4.33,0.13,1.27,0.11,1.25,0.25,2,0.51,0.034,0.034,0
6199559,2101845089296342784,14.644,0.316,0.018,0.19,0.02,6522,197,-0.46,0.3,3.64,0.1,3.12,0.27,1.56,0.25,0,1.2,0.054,0.052,0
6199593,2101846566765108480,13.985,0.955,0.015,0.16,0.02,6739,205,-0.24,0.3,4.33,0.11,1.25,0.08,1.21,0.25,2,0.465,0.023,0.023,0
6199731,2101846669844365312,10.786,1.16,0.025,0.15,0.02,8071,282,-0.41,0.3,3.84,0.09,2.78,0.21,1.97,0.25,0,1.47,0.019,0.019,1
6200064,2101799528283353472,13.197,1.047,0.016,0.2,0.03,6744,195,-0.5,0.3,4.11,0.1,1.65,0.1,1.31,0.25,0,0.704,0.021,0.021,0
6200310,2101804750963634304,14.565,0.666,0.018,0.24,0.04,6608,199,-0.39,0.3,4.17,0.11,1.51,0.11,1.24,0.25,0,0.596,0.032,0.032,0
6200618,2101802208343057280,14.071,0.889,0.015,0.19,0.02,6581,193,-0.52,0.3,4.21,0.11,1.41,0.09,1.19,0.25,0,0.525,0.024,0.024,0
6200715,2101800971392456192,15.208,0.635,0.021,0.27,0.02,6536,200,-0.07,0.3,4.32,0.13,1.22,0.09,1.14,0.25,2,0.388,0.034,0.033,0
6201006,2101790457312551552,12.99,1.256,0.021,0.21,0.03,6513,227,0.16,0.3,4.11,0.11,1.61,0.12,1.24,0.25,0,0.625,0.021,0.021,0
6201143,2101791110147631488,14.503,0.516,0.019,0.19,0.02,6607,231,-0.42,0.3,3.98,0.11,1.96,0.16,1.38,0.25,0,0.819,0.037,0.036,0
6201269,2101790869629476096,13.273,1.099,0.019,0.15,0.02,6558,229,-0.99,0.3,4.11,0.11,1.61,0.11,1.25,0.25,0,0.638,0.018,0.018,0
6201333,2101789804477576832,11.664,2.204,0.025,0.1,0.02,6632,191,-0.29,0.3,4.13,0.11,1.59,0.1,1.26,0.25,0,0.644,0.019,0.019,0
6203359,2101614191856955776,15.993,0.339,0.034,0.22,0.02,6539,225,-0.1,0.3,4.14,0.15,1.57,0.2,1.23,0.25,0,0.608,0.093,0.085,0
6204719,2101660714942271488,13.92,0.229,0.023,0.25,0.02,9510,332,-0.12,0.3,3.92,0.12,2.72,0.34,2.29,0.25,0,1.736,0.093,0.085,0
6205514,2101649165766446208,14.0,0.978,0.016,0.21,0.03,6539,203,-0.19,0.3,4.27,0.12,1.3,0.09,1.14,0.25,1,0.443,0.02,0.02,0
6205590,2101649062687230592,12.759,1.105,0.026,0.2,0.03,6554,229,-0.46,0.3,3.97,0.1,2.04,0.15,1.38,0.25,0,0.839,0.021,0.021,0
6206125,2101671538258864128,10.439,0.952,0.032,0.25,0.02,9588,80,0.2,0.15,3.83,0.06,3.14,0.14,2.47,0.25,0,1.876,0.035,0.035,1
6206627,2053631500120425216,11.873,0.852,0.027,0.25,0.04,7105,80,0.5,0.15,3.67,0.07,3.27,0.15,1.84,0.25,0,1.389,0.035,0.035,1
6207183,2053635936827582464,15.145,0.724,0.02,0.24,0.02,6566,229,-0.18,0.3,4.42,0.13,1.07,0.08,1.12,0.25,5,0.284,0.031,0.03,0
6207232,2053635180913342592,12.113,0.944,0.022,0.27,0.02,6624,80,0.16,0.15,3.63,0.08,3.23,0.13,1.61,0.25,0,1.258,0.027,0.027,0
6207265,2053635112193861888,14.453,0.71,0.017,0.29,0.02,6768,236,-0.36,0.3,4.21,0.11,1.44,0.11,1.25,0.25,1,0.591,0.028,0.028,0
6207355,2053634871675704192,13.525,0.796,0.014,0.28,0.02,7395,258,-0.3,0.3,4.2,0.1,1.57,0.12,1.44,0.25,0,0.82,0.023,0.023,0
6207412,2053623017565954944,14.135,0.869,0.015,0.26,0.02,6706,213,0.0,0.3,4.26,0.11,1.34,0.09,1.21,0.25,1,0.518,0.023,0.023,0
6207546,2053623189364699776,14.406,0.602,0.017,0.26,0.03,6807,80,-0.39,0.15,4.11,0.09,1.68,0.07,1.33,0.25,0,0.736,0.031,0.031,0
6207640,2053623395523170944,12.709,0.613,0.022,0.26,0.03,8585,300,0.07,0.3,4.08,0.09,2.06,0.17,1.86,0.25,0,1.316,0.037,0.036,0
6207758,2077642742426654848,14.115,0.623,0.014,0.34,0.04,6804,80,-0.22,0.15,4.02,0.08,1.92,0.08,1.4,0.25,0,0.852,0.03,0.029,0
6207779,2053622605249200384,14.105,0.711,0.014,0.27,0.03,6548,202,-0.26,0.3,4.04,0.11,1.8,0.12,1.31,0.25,0,0.728,0.028,0.028,0
6208068,2077642227030650752,13.167,1.471,0.02,0.16,0.03,6512,80,0.02,0.15,4.28,0.11,1.27,0.04,1.14,0.25,0,0.415,0.021,0.021,0
6208292,2077638103862050560,13.289,1.534,0.069,0.21,0.03,6645,206,-0.69,0.3,4.4,0.11,1.14,0.07,1.16,0.25,5,0.357,0.022,0.023,0
6208397,2077640504742004352,10.82,2.666,0.209,0.13,0.03,6654,80,0.1,0.15,4.0,0.09,1.94,0.07,1.38,0.25,0,0.825,0.024,0.025,0
6208403,2077637927761628416,13.315,1.325,0.096,0.23,0.04,6616,207,-0.14,0.3,,,1.3,0.09,1.18,0.25,1,0.467,0.024,0.024,0
6208741,2077592955165950080,13.658,0.628,0.015,0.27,0.01,7142,266,-0.28,0.3,4.01,0.1,1.99,0.17,1.51,0.25,0,0.968,0.027,0.027,0
6209225,2077594741872444544,14.218,0.511,0.016,0.27,0.03,6558,189,-0.65,0.3,3.84,0.1,2.42,0.17,1.5,0.25,0,0.99,0.034,0.034,0
6209293,2077598280925546880,12.773,0.678,0.024,0.23,0.03,8466,296,-0.1,0.3,4.15,0.09,1.85,0.15,1.76,0.25,0,1.198,0.037,0.037,1
6209593,2077595768363486080,12.644,1.346,0.06,0.21,0.04,6743,195,-0.83,0.3,4.1,0.1,1.67,0.11,1.32,0.25,0,0.716,0.023,0.023,0
6209637,2077595703945219712,13.512,0.595,0.014,0.28,0.04,6787,237,-0.38,0.3,3.8,0.1,2.6,0.21,1.6,0.25,0,1.111,0.03,0.03,0
6209721,2077595532146547072,12.6,0.856,0.021,0.21,0.02,6654,80,-0.04,0.15,3.76,0.08,2.76,0.11,1.61,0.25,0,1.129,0.028,0.028,0
6209800,2077583815475775616,14.546,0.865,0.016,0.23,0.03,6724,235,-0.19,0.3,4.42,0.12,1.1,0.08,1.16,0.25,5,0.349,0.026,0.026,0
6210109,2077607626774581504,13.504,1.087,0.014,0.19,0.02,6818,202,-0.16,0.3,4.3,0.11,1.31,0.08,1.24,0.25,2,0.526,0.019,0.019,0
6210148,2077607622471853952,13.305,1.098,0.015,0.2,0.03,6611,189,-0.31,0.3,4.15,0.11,1.57,0.1,1.25,0.25,0,0.625,0.02,0.02,0
6210227,2077606385520762368,12.55,1.802,0.023,0.16,0.04,6581,194,-0.3,0.3,4.25,0.11,1.36,0.09,1.18,0.25,1,0.494,0.024,0.024,0
6210302,2077607008299327232,15.462,0.437,0.027,0.23,0.04,6606,216,-0.23,0.3,4.16,0.12,1.52,0.15,1.24,0.25,0,0.6,0.059,0.056,0
6210304,2077607008299331968,11.547,0.828,0.033,0.18,0.02,9189,80,-0.25,0.15,4.04,0.07,2.27,0.11,2.07,0.25,0,1.52,0.04,0.039,0
6210324,2077603606685207168,14.613,0.408,0.021,0.29,0.04,7606,266,-0.1,0.3,4.15,0.11,1.72,0.15,1.53,0.25,0,0.951,0.052,0.05,0
6210480,2077604053361858816,13.608,0.694,0.015,0.23,0.02,6768,80,-0.15,0.15,3.96,0.09,2.07,0.08,1.44,0.25,0,0.909,0.026,0.026,0
6210636,2077602747691177472,15.551,0.712,0.026,0.3,0.03,6503,233,0.19,0.3,4.51,0.13,0.94,0.08,1.06,0.25,5,0.158,0.038,0.037,0
6211901,2077419816447375232,15.383,0.23,0.032,0.31,0.03,8852,309,-0.01,0.3,4.28,0.16,1.6,0.26,1.76,0.25,1,1.151,0.131,0.115,1
6212165,2077407859258443520,13.801,0.849,0.017,0.22,0.03,6651,200,-0.1,0.3,4.14,0.11,1.62,0.11,1.28,0.25,0,0.666,0.026,0.026,0
6212177,2077407893618190336,13.375,1.228,0.017,0.2,0.04,6812,207,-0.25,0.3,4.33,0.11,1.26,0.09,1.24,0.25,2,0.487,0.022,0.022,0
6212391,2077407172063695232,12.788,0.996,0.027,0.22,0.02,6593,80,0.23,0.15,3.92,0.08,2.16,0.07,1.43,0.25,0,0.9,0.019,0.02,0
6212569,2077407275142941952,13.809,0.986,0.015,0.21,0.03,6915,242,0.07,0.3,4.36,0.11,1.22,0.09,1.25,0.25,5,0.487,0.019,0.02,0
6212983,2077498599020706432,12.443,1.238,0.022,0.17,0.03,6602,231,-0.16,0.3,3.96,0.1,2.04,0.15,1.4,0.25,0,0.851,0.022,0.022,0
